x,y,z
322.1047073145299,298.1609002267146,a
306.59381299491446,287.90403892750624,a
332.88587550687214,268.9232301194402,a
322.3543164841913,304.168467765812,a
248.35629946770044,292.0781170438386,a
315.1819704439263,256.64270140569346,a
281.8397361131929,281.4578246153819,a
290.12076932453857,269.11731331352394,a
249.08586928648333,251.46641862327425,a
281.602739937519,295.98081761281486,a
290.516085295535,267.04550575285054,a
272.6096718520064,326.2345599288002,a
261.58486338241664,274.69428329077016,a
203.84455394785275,289.748446800017,b
179.50646178006824,250.42480428676143,b
142.32512481993706,269.2613002059631,b
174.92871274621882,271.65284987208406,b
123.77220615002449,259.64210912481366,b
91.44881505167672,237.25651104360992,b
135.46848648997667,246.3488783939973,b
53.58012993565393,252.97232209835468,b
72.16667340267983,269.93041262076224,b
40.33223102911256,183.25441416572977,b
61.57809605266228,225.47930600674738,b
74.18159808368361,258.72982122786686,b
35.710418033680725,259.28984969935743,b
63.76240482612074,296.72122675114184,b
47.02994609235293,223.0109548500714,b
-3.3767587625202253,269.3093990302833,b
32.74289767392947,264.4699619519272,b
13.08760943136278,252.64754835520438,b
4.059654508454802,265.444318574838,b
-0.8735202886292655,211.52935636066564,b
-8.087066494495218,235.04509154319652,b
40.86529426736338,285.6142938116965,b
40.66681876494133,282.5040196436981,b
34.74703640927814,241.6025206686718,b
38.48664479007142,271.81085420825724,b
-9.95922177854305,304.7304621255116,b
18.81080482843179,284.07457088729046,b
87.06646429299359,289.8700659029361,b
77.65734771419338,306.5295945394688,b
54.39911386744242,340.8598806545057,b
70.93806545924745,216.756032091012,b
123.54169145013734,270.12079368715655,b
151.21325911440425,282.5475052463348,b
143.0572895017343,279.5633839294463,b
122.97018336190811,270.3280620132567,b
113.79340598304441,308.40236328498065,b
144.45380321733788,281.03608189239446,b
142.7413779786862,272.2584576913474,b
158.80242674758153,322.28497771264597,b
177.45458867487787,273.06920091149925,b
200.21784375264957,277.1687962023019,b
168.97293187758294,292.12116727610453,b
203.1025464572113,264.01810815884096,b
371.48067517006973,308.43224174615125,a
355.0118610293504,302.9783144291979,a
435.34054649068446,278.4486088187093,a
425.52684698715063,293.512293537239,a
412.22298012765356,289.3796531127833,a
475.6873053349528,351.1889539113534,a
452.1907647907082,314.64847368036027,a
518.7973267245873,266.35544616177333,a
522.0325260505548,318.61427871679655,a
564.4500707216981,291.6309059409838,a
523.4493078579358,292.11573515669903,a
533.1140787183471,303.31204375758534,a
565.3239086811681,318.97957735829226,a
547.471209106944,313.15400275084437,a
537.0774001815903,296.0545079728512,a
596.4942578826589,291.278469767324,a
518.5941171931352,298.5869071639536,a
524.8839004184638,298.29391913649556,a
594.2436408211152,269.7231788385893,a
599.2419740988579,311.58654302863386,a
578.5361115691345,314.84690815450205,a
628.3742206154072,289.39751384946146,a
605.6694495839619,285.82888772493675,a
621.4741602094238,269.42480060062223,a
613.3421202733899,288.32082142376635,a
617.8731189715054,246.40937345114196,a
612.6776765414771,344.7159596588996,a
669.3067039471993,275.52008062404445,a
634.8286737368915,273.7971450786639,a
637.6857452119018,321.16183365731655,a
674.3049843269941,299.81117891338727,a
688.5637850825702,294.42286714861933,a
666.815150489409,258.41755372057105,a
632.3538583308517,259.72556600450406,a
661.260252621466,323.31755697586425,a
676.7572670383788,292.4258383008914,a
670.0132421229775,252.04561845253147,a
708.9258834209548,302.10726372127556,a
681.7567268279944,326.9604974082092,a
633.1139484870394,292.5093062511595,a
707.9195319474134,280.95652973590035,a
679.3095713306831,235.0347695350053,a
642.6146162418482,287.23933463189195,a
640.8315476484463,319.94142630947636,a
630.9520722169258,313.110213798054,a
617.5318050502051,309.4254420401701,a
656.8490115006805,304.24707181491704,a
593.909210197531,287.4142921533679,a
572.4961556132896,291.3914043863823,a
538.6660961786932,322.82135733917437,a
536.2392692993604,308.99838128404406,a
511.22748883771897,291.14350156628063,a
543.4692447012634,256.45396942629304,a
529.1905215320179,312.1619944007193,a
486.23782045368415,318.06280386665134,a
487.4709021141486,300.6755104057686,a
466.0264013770886,301.1154998767356,a
458.37956599092485,264.9955738874453,a
437.0392565100096,242.62801411004705,a
477.21324112778666,299.9210810816055,a
436.8786509645969,261.12657477905816,a
439.74710538305,293.1625907169092,a
645.6568753770035,416.66926411498383,a
663.2480681250216,489.2440856798743,a
681.5467612336412,488.385703312039,a
650.5386052310822,461.82196359659093,a
642.2749354968558,445.1416677494448,a
645.905014992858,484.78307738294376,a
649.1008350504854,479.8694871426608,a
660.8927864107781,449.8285658700653,a
669.2176586415276,486.2218620042547,a
646.3478075976913,478.57174697267607,a
653.9698590516348,463.31215399697567,a
658.0619025315999,469.1372947359625,a
656.828225291162,443.39519965675413,a
671.279395186254,451.27957968365894,a
646.4664748160515,437.46229498718174,a
649.1820455056995,446.68878890334867,a
654.4323419149681,441.3979348497304,a
697.5873887608519,442.1531249512739,a
689.7752915276916,500.04215859934055,a
702.6386911966379,480.19278765780064,a
620.8168048241987,492.6325167599944,a
669.3916911838517,416.0315796360497,a
696.7944841505052,395.3250769433343,a
700.8380946874584,443.7500298150496,a
691.8069911495653,405.31935629185017,a
79.57083363391816,171.21893551201993,b
98.24641329130695,155.52356083801675,b
122.34737546871426,148.8494118537899,b
103.41209475812354,133.2947410655633,b
78.58059271994246,93.15306323138537,b
136.70086359445105,24.237029954166474,b
65.82301154508018,67.9052307017821,b
121.15766349367917,37.79525596073955,b
112.69925985129288,20.484741549026012,b
81.36887994267144,82.51967078705968,b
29.495956435619952,61.11048449462834,b
67.07494138468176,21.840165364536062,b
